Month,Reported by,Falls within,Longitude,Latitude,Location,Crime type
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.341172,54.987071,On or near Old City Court,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.713089,54.328476,On or near Croft Close,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.933011,54.599199,On or near Queen Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.870271,54.694314,On or near Knockleigh Walk,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.639344,54.351288,On or near Carnmore Rise,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.340574,54.172289,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.862815,54.611295,On or near Marmont Crescent,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.984433,54.575753,On or near Dunmisk Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.939272,54.257067,On or near St. Pauls Close,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.784237,54.50231,On or near Ashdene,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.938179,54.617275,On or near Oceanic Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.75094,54.651938,On or near Morgans Hill Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.265991,55.030476,On or near Temple Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.718135,54.373923,On or near The Craig Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.692192,55.140889,On or near College Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.262696,54.875715,On or near Deramore Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.681478,54.641751,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.529215,54.296384,On or near Coolmillish Way,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.339619,54.176616,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.570863,55.098607,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.321576,54.997635,On or near William Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.192257,54.509883,On or near Willow Lodge,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.898413,54.678642,On or near Glenville Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.678535,54.228987,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.719363,54.32846,On or near English Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.41489,54.432201,On or near Upper Ramone Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.648335,55.131885,On or near Lower Newmills Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.883984,54.590256,On or near Greenville Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.601194,54.711729,On or near Millbrook Gardens,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.949038,54.611601,On or near Hillview Court,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,,,No Location,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.679024,54.849255,On or near Craigmore Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.533154,54.485825,On or near Cooks Cove,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.668328,54.591359,On or near Abbot Walk,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.09904,54.505577,On or near Lissue Walk,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.95116,54.588474,On or near Pembroke Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.952225,54.615654,On or near Oldpark Square,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.312509,55.030802,On or near Old School Lane,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.912654,54.676399,On or near Fernagh Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.906514,54.679105,On or near Abbeycroft Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.902627,54.598101,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.310228,54.988804,On or near Fountain Hill,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.349373,54.170532,On or near Barcroft Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.302196,54.988938,On or near Mourne Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.665011,55.141932,On or near Willow Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.41343,54.438876,On or near Kernan Hill Manor,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.333974,55.032071,On or near Lower Galliagh Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.888365,54.214456,On or near Main Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.970873,54.59993,On or near Isadore Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.492718,55.1411,On or near Glebe Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.920207,54.608719,On or near Dock Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.680696,55.132365,On or near Captain Street Upper,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.928635,54.592727,On or near Ormeau Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.922608,54.585579,On or near Hatfield Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.033864,54.560304,On or near Glenkeen,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.825428,54.720949,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.900508,54.108332,On or near Kilkeel Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.46086,54.825126,On or near Barrack Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.647014,54.556678,On or near Lisaclare Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.461079,54.294313,On or near Boyhill Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.935936,54.612331,On or near Antrim Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.744851,54.86024,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.814089,54.788575,On or near River Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.935353,54.644325,On or near Antrim Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.940605,54.600811,On or near Fingals Court,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.944349,54.585483,On or near Dunluce Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.973758,54.6767,On or near Sandyknowes Crescent,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.340077,54.181249,On or near Glensandra,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.935353,54.644325,On or near Antrim Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.744976,54.645884,On or near Central Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.347177,55.001116,On or near Glenowen Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.081318,54.521659,On or near Windermere Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.321621,54.47254,On or near Belvedere Manor,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.321621,54.47254,On or near Belvedere Manor,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.349589,55.021017,On or near O'Casey Court,Violence and sexual offences
